weight logl apec1.kT apec1.Abundanc apec1.norm
0.000000000000000000e+00 -9.729460242644996470e+03 5.431008600725216695e+01 4.386343763810675256e+00 9.300978593416876095e+01
0.000000000000000000e+00 -9.707227312171486119e+03 3.170736176991006872e+01 4.435300451223615603e+00 8.097056212348866211e+01
0.000000000000000000e+00 -9.608877775508803097e+03 2.471035627004064494e+01 4.223078094515674508e+00 7.709285737360758617e+01
0.000000000000000000e+00 -9.597347186032118771e+03 2.054628856898258604e+01 2.901880354258030703e+00 8.334627122461654380e+01
0.000000000000000000e+00 -9.432017828183898018e+03 2.740361563470241890e+01 7.042100231916864628e-01 1.081031662464893657e+02
0.000000000000000000e+00 -9.401173143765969144e+03 1.048509706829802646e+01 3.744175571696328308e+00 6.546693263618639946e+01
0.000000000000000000e+00 -9.385746917910848424e+03 3.929419930972340325e+01 1.611397610127327074e+00 1.048378381050021773e+02
0.000000000000000000e+00 -9.374584478870556268e+03 4.883676051820783215e+01 4.817756203642217017e+00 8.448937816284659164e+01
0.000000000000000000e+00 -9.362264999260567492e+03 1.344027807283828535e+00 2.085806745789790639e+00 3.605429103711987437e+01
0.000000000000000000e+00 -9.356168419455098046e+03 7.005814495410208842e+00 8.768589440446078465e-01 9.172951849930296930e+01
0.000000000000000000e+00 -9.344981079602410318e+03 4.878947503404203445e+01 2.037166915646045240e+00 1.053051655065517451e+02
0.000000000000000000e+00 -9.340125816546160422e+03 6.644786464132545589e+00 1.496394428132989507e+00 8.183075480495003262e+01
0.000000000000000000e+00 -9.272665546208889282e+03 4.808593256713260189e+01 3.103153239291189802e+00 9.502824869615361081e+01
0.000000000000000000e+00 -9.246372158844809746e+03 2.560292657277985384e+01 3.381838994722125680e+00 8.037336486159105675e+01
0.000000000000000000e+00 -9.219103044152660004e+03 3.892574687906061115e+01 2.662453566855830900e+00 9.338353646308246425e+01
0.000000000000000000e+00 -9.171983939132027444e+03 1.544037288280318876e+01 4.171189838303829056e+00 6.708052459310489724e+01
0.000000000000000000e+00 -9.170861946348659330e+03 3.195481142754374559e+01 4.763033323595029955e+00 7.488846024859060435e+01
0.000000000000000000e+00 -9.132777136569409777e+03 2.786349682374485326e+01 3.964595043259955709e+00 7.703462552577975941e+01
0.000000000000000000e+00 -9.131688085145826335e+03 3.930909301650954291e+01 2.864498889079795774e+00 9.112858861013801004e+01
0.000000000000000000e+00 -9.118754301176230001e+03 2.836841990281400783e+01 2.333681439467413021e+00 8.906116962921936420e+01
0.000000000000000000e+00 -9.108012310837926634e+03 4.435666724048270027e+01 1.749557273795652179e+00 1.032902519054671444e+02
0.000000000000000000e+00 -9.091742969982326031e+03 2.631754622720545811e+01 7.309771747690163579e-01 1.033244166811630151e+02
0.000000000000000000e+00 -9.090720631379688712e+03 4.197651771963037959e+01 1.416131799273976366e+00 1.051371107758614301e+02
0.000000000000000000e+00 -9.073742389786450076e+03 6.059718730748483750e+01 2.107548442047459947e+00 1.072290082935757596e+02
0.000000000000000000e+00 -8.959191442623037801e+03 4.669575875259880604e+01 2.408178724810903670e+00 9.685094890100552334e+01
0.000000000000000000e+00 -8.952907499662806003e+03 3.754641554718779162e+01 9.531009715255550629e-01 1.059564165717294344e+02
0.000000000000000000e+00 -8.934576159844047652e+03 3.586811432987691717e+01 3.686658181005852519e+00 8.163498902227999565e+01
0.000000000000000000e+00 -8.924719430390061461e+03 1.042044040198533317e+01 6.117378705113141191e-01 9.244652139459114437e+01
0.000000000000000000e+00 -8.891847493338127606e+03 2.843431822676093734e+00 1.665256259778559178e+00 6.951078387937684511e+01
0.000000000000000000e+00 -8.869978928316340898e+03 6.352264541759634398e+01 2.781776288906809835e+00 1.002813030290812719e+02
0.000000000000000000e+00 -8.851410594517581558e+03 2.321508827554541909e+01 1.268835969341560066e+00 9.295888112106379708e+01
0.000000000000000000e+00 -8.743197049633427014e+03 1.410964704987416773e+01 6.911061997168854720e-01 9.272976715379968482e+01
0.000000000000000000e+00 -8.728144672319982419e+03 6.024562858680560851e+01 1.893828477269384747e+00 1.051096402509877379e+02
0.000000000000000000e+00 -8.714848199660782484e+03 1.279987023175389638e+01 4.091050827667380041e+00 6.170009805125044267e+01
