weight logl apec1.kT apec1.Abundanc apec1.norm
7.789403755226408757e-73 -1.714784741785239248e+02 2.715928770891276045e-01 2.534855633748218651e-01 6.712546035342555895e-01
1.016114564876310041e-72 -1.712101672992133672e+02 1.715258764858917928e-01 2.921726746518260587e-01 6.712042519721813649e-01
2.153454005743179148e-72 -1.704565803353426361e+02 7.038966295704418563e-02 9.328284786203761003e-01 6.523270748439873312e-01
2.421284999407907215e-72 -1.703368550119843121e+02 4.223196489092062578e-01 6.809382493617159859e-01 6.570099456887427136e-01
1.215533792101670047e-71 -1.687208849943474149e+02 3.494443457379008411e-01 3.753490271520063537e-01 6.621075543283935216e-01
1.887705160881632807e-71 -1.682782064189825917e+02 3.742799054978389606e-01 8.620102285367636785e-01 6.483425100331619007e-01
5.971651321033347931e-71 -1.671240448173785751e+02 6.389483213946424156e-01 9.931220192601989405e-01 6.324757368764545307e-01
1.936735068893349836e-70 -1.659449796155913361e+02 3.580175411110004813e-01 9.506465717555995232e-01 6.394663351490620373e-01
5.069568007259235056e-70 -1.649802276084255084e+02 4.750912689055413196e-01 9.646976275564895786e-01 6.354715529478837110e-01
3.251219112232573049e-69 -1.631193680862744486e+02 6.753584191457927544e-01 9.613437103414956830e-02 6.569574591732658675e-01
3.281685629942613068e-69 -1.631075409217789627e+02 8.543929471701621203e-01 5.144777862355119913e-01 6.428583632450340923e-01
6.298949942226153628e-69 -1.624530151800671547e+02 8.311304491925982640e-01 4.096514631490488778e-02 6.569823987164242762e-01
8.460562254778191580e-69 -1.621554824919501243e+02 8.257875735399964334e-01 4.467106893817072155e-01 6.430357651646797512e-01
1.063757627224221481e-68 -1.619240054597332232e+02 3.533174814756562254e-01 2.118540479685100397e-01 6.541772837528890827e-01
1.150170169350971188e-68 -1.618434031259646417e+02 4.634488235623155372e-01 1.925194209436676962e-01 6.533440919104269717e-01
2.468760311250292172e-68 -1.610770969043739456e+02 6.959411905156146494e-01 1.065132769046119865e-01 6.524059820299803469e-01
4.965201688830081105e-68 -1.603758591119485573e+02 2.795989429006967564e-01 2.674618805897286400e-01 6.506166458806397213e-01
8.878080226013006029e-68 -1.597922276878743162e+02 4.022654522561504020e-01 7.660980361411354744e-01 6.361557114454359230e-01
1.279588662889436766e-67 -1.594241892685798234e+02 5.309207145772310010e-02 7.558816789812740078e-01 6.407833529457359623e-01
1.338820828796730770e-67 -1.593764386897029226e+02 7.906205620549348057e-01 9.360684879962731797e-01 6.251073863026761490e-01
1.350728787069424513e-67 -1.593650836486858964e+02 4.890701319261802071e-01 3.084738687542672997e-01 6.452164368588405585e-01
2.235455076068698259e-67 -1.588587831169547826e+02 4.084091587181010174e-01 9.062555785834072175e-01 6.293206696282800383e-01
2.941724131814313350e-67 -1.585817320888926361e+02 2.614423858879290075e-01 7.131234035012431471e-01 6.368457246965208984e-01
3.170605135135045591e-67 -1.585043054737119235e+02 4.274784748625242159e-01 1.696823607591734229e-01 6.483706991670619146e-01
4.569067966302192094e-67 -1.581364186997457466e+02 2.380985457611513034e-01 4.293950005692729333e-01 6.429855205379022554e-01
7.189283354921430794e-67 -1.576806364434548016e+02 4.882670077064796832e-01 1.406901865853984468e-01 6.472083153416269274e-01
7.957511093408145444e-67 -1.575766116634922298e+02 5.588031420295458407e-01 2.238312797540896737e-01 6.434000108961599462e-01
1.701991457296935771e-66 -1.568138438338293099e+02 3.970498620830396064e-01 3.885440380608594646e-01 6.395902060220575169e-01
1.781513574557893154e-66 -1.567656795189836885e+02 8.441396399623281033e-01 9.099065132692212288e-01 6.211849618431756204e-01
3.533884881901820346e-66 -1.560782450458341657e+02 1.741471241716034957e-01 4.652733103771297118e-01 6.392685725646080064e-01
